id,word,meaningVi,topic,cefr,example,pooTip,quiz
402,test,nghĩa cơ bản của 'test',education,A2,I can use 'test' in a simple sentence.,"Học từ 'test' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'test' thuộc chủ đề nào?"", 'answer': 'education'}"
403,exam,nghĩa cơ bản của 'exam',education,A2,I can use 'exam' in a simple sentence.,"Học từ 'exam' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'exam' thuộc chủ đề nào?"", 'answer': 'education'}"
404,quiz,nghĩa cơ bản của 'quiz',education,A2,I can use 'quiz' in a simple sentence.,"Học từ 'quiz' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'quiz' thuộc chủ đề nào?"", 'answer': 'education'}"
405,grade,nghĩa cơ bản của 'grade',education,A2,I can use 'grade' in a simple sentence.,"Học từ 'grade' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'grade' thuộc chủ đề nào?"", 'answer': 'education'}"
406,unit,nghĩa cơ bản của 'unit',education,A2,I can use 'unit' in a simple sentence.,"Học từ 'unit' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'unit' thuộc chủ đề nào?"", 'answer': 'education'}"
407,page,nghĩa cơ bản của 'page',education,A2,I can use 'page' in a simple sentence.,"Học từ 'page' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'page' thuộc chủ đề nào?"", 'answer': 'education'}"
408,notebook,nghĩa cơ bản của 'notebook',education,A2,I can use 'notebook' in a simple sentence.,"Học từ 'notebook' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'notebook' thuộc chủ đề nào?"", 'answer': 'education'}"
409,library,nghĩa cơ bản của 'library',education,A2,I can use 'library' in a simple sentence.,"Học từ 'library' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'library' thuộc chủ đề nào?"", 'answer': 'education'}"
410,subject,nghĩa cơ bản của 'subject',education,A2,I can use 'subject' in a simple sentence.,"Học từ 'subject' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'subject' thuộc chủ đề nào?"", 'answer': 'education'}"
411,science,nghĩa cơ bản của 'science',education,A2,I can use 'science' in a simple sentence.,"Học từ 'science' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'science' thuộc chủ đề nào?"", 'answer': 'education'}"
412,math,nghĩa cơ bản của 'math',education,A2,I can use 'math' in a simple sentence.,"Học từ 'math' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'math' thuộc chủ đề nào?"", 'answer': 'education'}"
413,history,nghĩa cơ bản của 'history',education,A2,I can use 'history' in a simple sentence.,"Học từ 'history' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'history' thuộc chủ đề nào?"", 'answer': 'education'}"
414,English,nghĩa cơ bản của 'English',education,A2,I can use 'English' in a simple sentence.,"Học từ 'English' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'English' thuộc chủ đề nào?"", 'answer': 'education'}"
415,Vietnamese,nghĩa cơ bản của 'Vietnamese',education,A2,I can use 'Vietnamese' in a simple sentence.,"Học từ 'Vietnamese' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'Vietnamese' thuộc chủ đề nào?"", 'answer': 'education'}"
416,rule,nghĩa cơ bản của 'rule',education,A2,I can use 'rule' in a simple sentence.,"Học từ 'rule' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'rule' thuộc chủ đề nào?"", 'answer': 'education'}"
417,exercise,nghĩa cơ bản của 'exercise',education,A2,I can use 'exercise' in a simple sentence.,"Học từ 'exercise' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'exercise' thuộc chủ đề nào?"", 'answer': 'education'}"
418,answer,nghĩa cơ bản của 'answer',education,A2,I can use 'answer' in a simple sentence.,"Học từ 'answer' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'answer' thuộc chủ đề nào?"", 'answer': 'education'}"
419,practice,luyện tập,education,A2,I can use 'practice' in a simple sentence.,"Học từ 'practice' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'practice' thuộc chủ đề nào?"", 'answer': 'education'}"
420,result,nghĩa cơ bản của 'result',education,A2,I can use 'result' in a simple sentence.,"Học từ 'result' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'result' thuộc chủ đề nào?"", 'answer': 'education'}"
421,floor,nghĩa cơ bản của 'floor',house,B1,I can use 'floor' in a simple sentence.,"Học từ 'floor' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'floor' thuộc chủ đề nào?"", 'answer': 'house'}"
422,wall,nghĩa cơ bản của 'wall',house,B1,I can use 'wall' in a simple sentence.,"Học từ 'wall' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'wall' thuộc chủ đề nào?"", 'answer': 'house'}"
423,roof,nghĩa cơ bản của 'roof',house,B1,I can use 'roof' in a simple sentence.,"Học từ 'roof' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'roof' thuộc chủ đề nào?"", 'answer': 'house'}"
424,garden,nghĩa cơ bản của 'garden',house,B1,I can use 'garden' in a simple sentence.,"Học từ 'garden' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'garden' thuộc chủ đề nào?"", 'answer': 'house'}"
425,garage,nghĩa cơ bản của 'garage',house,B1,I can use 'garage' in a simple sentence.,"Học từ 'garage' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'garage' thuộc chủ đề nào?"", 'answer': 'house'}"
426,bedroom,nghĩa cơ bản của 'bedroom',house,B1,I can use 'bedroom' in a simple sentence.,"Học từ 'bedroom' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'bedroom' thuộc chủ đề nào?"", 'answer': 'house'}"
427,living room,nghĩa cơ bản của 'living room',house,B1,I can use 'living room' in a simple sentence.,"Học từ 'living room' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'living room' thuộc chủ đề nào?"", 'answer': 'house'}"
428,sofa,nghĩa cơ bản của 'sofa',house,B1,I can use 'sofa' in a simple sentence.,"Học từ 'sofa' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'sofa' thuộc chủ đề nào?"", 'answer': 'house'}"
429,television,nghĩa cơ bản của 'television',house,B1,I can use 'television' in a simple sentence.,"Học từ 'television' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'television' thuộc chủ đề nào?"", 'answer': 'house'}"
430,fridge,nghĩa cơ bản của 'fridge',house,B1,I can use 'fridge' in a simple sentence.,"Học từ 'fridge' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'fridge' thuộc chủ đề nào?"", 'answer': 'house'}"
431,washing machine,nghĩa cơ bản của 'washing machine',house,B1,I can use 'washing machine' in a simple sentence.,"Học từ 'washing machine' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'washing machine' thuộc chủ đề nào?"", 'answer': 'house'}"
432,bath,nghĩa cơ bản của 'bath',house,B1,I can use 'bath' in a simple sentence.,"Học từ 'bath' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'bath' thuộc chủ đề nào?"", 'answer': 'house'}"
433,shower,nghĩa cơ bản của 'shower',house,B1,I can use 'shower' in a simple sentence.,"Học từ 'shower' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'shower' thuộc chủ đề nào?"", 'answer': 'house'}"
434,blanket,nghĩa cơ bản của 'blanket',house,B1,I can use 'blanket' in a simple sentence.,"Học từ 'blanket' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'blanket' thuộc chủ đề nào?"", 'answer': 'house'}"
435,pillow,nghĩa cơ bản của 'pillow',house,B1,I can use 'pillow' in a simple sentence.,"Học từ 'pillow' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'pillow' thuộc chủ đề nào?"", 'answer': 'house'}"
436,drawer,nghĩa cơ bản của 'drawer',house,B1,I can use 'drawer' in a simple sentence.,"Học từ 'drawer' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'drawer' thuộc chủ đề nào?"", 'answer': 'house'}"
437,shelf,nghĩa cơ bản của 'shelf',house,B1,I can use 'shelf' in a simple sentence.,"Học từ 'shelf' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'shelf' thuộc chủ đề nào?"", 'answer': 'house'}"
438,stairs,nghĩa cơ bản của 'stairs',house,B1,I can use 'stairs' in a simple sentence.,"Học từ 'stairs' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'stairs' thuộc chủ đề nào?"", 'answer': 'house'}"
439,yard,nghĩa cơ bản của 'yard',house,B1,I can use 'yard' in a simple sentence.,"Học từ 'yard' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'yard' thuộc chủ đề nào?"", 'answer': 'house'}"
440,gate,nghĩa cơ bản của 'gate',house,B1,I can use 'gate' in a simple sentence.,"Học từ 'gate' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'gate' thuộc chủ đề nào?"", 'answer': 'house'}"
441,person,nghĩa cơ bản của 'person',people,B1,I can use 'person' in a simple sentence.,"Học từ 'person' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'person' thuộc chủ đề nào?"", 'answer': 'people'}"
442,people,nghĩa cơ bản của 'people',people,B1,I can use 'people' in a simple sentence.,"Học từ 'people' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'people' thuộc chủ đề nào?"", 'answer': 'people'}"
443,man,nghĩa cơ bản của 'man',people,B1,I can use 'man' in a simple sentence.,"Học từ 'man' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'man' thuộc chủ đề nào?"", 'answer': 'people'}"
444,woman,nghĩa cơ bản của 'woman',people,B1,I can use 'woman' in a simple sentence.,"Học từ 'woman' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'woman' thuộc chủ đề nào?"", 'answer': 'people'}"
445,boy,nghĩa cơ bản của 'boy',people,B1,I can use 'boy' in a simple sentence.,"Học từ 'boy' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'boy' thuộc chủ đề nào?"", 'answer': 'people'}"
446,girl,nghĩa cơ bản của 'girl',people,B1,I can use 'girl' in a simple sentence.,"Học từ 'girl' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'girl' thuộc chủ đề nào?"", 'answer': 'people'}"
447,adult,nghĩa cơ bản của 'adult',people,B1,I can use 'adult' in a simple sentence.,"Học từ 'adult' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'adult' thuộc chủ đề nào?"", 'answer': 'people'}"
448,neighbor,nghĩa cơ bản của 'neighbor',people,B1,I can use 'neighbor' in a simple sentence.,"Học từ 'neighbor' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'neighbor' thuộc chủ đề nào?"", 'answer': 'people'}"
449,classmate,nghĩa cơ bản của 'classmate',people,B1,I can use 'classmate' in a simple sentence.,"Học từ 'classmate' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'classmate' thuộc chủ đề nào?"", 'answer': 'people'}"
450,coworker,nghĩa cơ bản của 'coworker',people,B1,I can use 'coworker' in a simple sentence.,"Học từ 'coworker' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'coworker' thuộc chủ đề nào?"", 'answer': 'people'}"
451,guest,nghĩa cơ bản của 'guest',people,B1,I can use 'guest' in a simple sentence.,"Học từ 'guest' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'guest' thuộc chủ đề nào?"", 'answer': 'people'}"
452,host,nghĩa cơ bản của 'host',people,B1,I can use 'host' in a simple sentence.,"Học từ 'host' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'host' thuộc chủ đề nào?"", 'answer': 'people'}"
453,driver,nghĩa cơ bản của 'driver',people,B1,I can use 'driver' in a simple sentence.,"Học từ 'driver' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'driver' thuộc chủ đề nào?"", 'answer': 'people'}"
454,worker,nghĩa cơ bản của 'worker',people,B1,I can use 'worker' in a simple sentence.,"Học từ 'worker' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'worker' thuộc chủ đề nào?"", 'answer': 'people'}"
455,farmer,nghĩa cơ bản của 'farmer',people,B1,I can use 'farmer' in a simple sentence.,"Học từ 'farmer' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'farmer' thuộc chủ đề nào?"", 'answer': 'people'}"
456,artist,nghĩa cơ bản của 'artist',people,B1,I can use 'artist' in a simple sentence.,"Học từ 'artist' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'artist' thuộc chủ đề nào?"", 'answer': 'people'}"
457,singer,nghĩa cơ bản của 'singer',people,B1,I can use 'singer' in a simple sentence.,"Học từ 'singer' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'singer' thuộc chủ đề nào?"", 'answer': 'people'}"
458,police,nghĩa cơ bản của 'police',people,B1,I can use 'police' in a simple sentence.,"Học từ 'police' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'police' thuộc chủ đề nào?"", 'answer': 'people'}"
459,waiter,nghĩa cơ bản của 'waiter',people,B1,I can use 'waiter' in a simple sentence.,"Học từ 'waiter' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'waiter' thuộc chủ đề nào?"", 'answer': 'people'}"
460,customer,nghĩa cơ bản của 'customer',people,B1,I can use 'customer' in a simple sentence.,"Học từ 'customer' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'customer' thuộc chủ đề nào?"", 'answer': 'people'}"
461,good,nghĩa cơ bản của 'good',qualities,B1,I can use 'good' in a simple sentence.,"Học từ 'good' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'good' thuộc chủ đề nào?"", 'answer': 'qualities'}"
462,bad,nghĩa cơ bản của 'bad',qualities,B1,I can use 'bad' in a simple sentence.,"Học từ 'bad' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'bad' thuộc chủ đề nào?"", 'answer': 'qualities'}"
463,new,nghĩa cơ bản của 'new',qualities,B1,I can use 'new' in a simple sentence.,"Học từ 'new' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'new' thuộc chủ đề nào?"", 'answer': 'qualities'}"
464,old,nghĩa cơ bản của 'old',qualities,B1,I can use 'old' in a simple sentence.,"Học từ 'old' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'old' thuộc chủ đề nào?"", 'answer': 'qualities'}"
465,young,nghĩa cơ bản của 'young',qualities,B1,I can use 'young' in a simple sentence.,"Học từ 'young' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'young' thuộc chủ đề nào?"", 'answer': 'qualities'}"
466,big,nghĩa cơ bản của 'big',qualities,B1,I can use 'big' in a simple sentence.,"Học từ 'big' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'big' thuộc chủ đề nào?"", 'answer': 'qualities'}"
467,long,nghĩa cơ bản của 'long',qualities,B1,I can use 'long' in a simple sentence.,"Học từ 'long' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'long' thuộc chủ đề nào?"", 'answer': 'qualities'}"
468,short,nghĩa cơ bản của 'short',qualities,B1,I can use 'short' in a simple sentence.,"Học từ 'short' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'short' thuộc chủ đề nào?"", 'answer': 'qualities'}"
469,high,nghĩa cơ bản của 'high',qualities,B1,I can use 'high' in a simple sentence.,"Học từ 'high' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'high' thuộc chủ đề nào?"", 'answer': 'qualities'}"
470,low,nghĩa cơ bản của 'low',qualities,B1,I can use 'low' in a simple sentence.,"Học từ 'low' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'low' thuộc chủ đề nào?"", 'answer': 'qualities'}"
471,fast,nghĩa cơ bản của 'fast',qualities,B1,I can use 'fast' in a simple sentence.,"Học từ 'fast' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'fast' thuộc chủ đề nào?"", 'answer': 'qualities'}"
472,slow,nghĩa cơ bản của 'slow',qualities,B1,I can use 'slow' in a simple sentence.,"Học từ 'slow' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'slow' thuộc chủ đề nào?"", 'answer': 'qualities'}"
473,strong,nghĩa cơ bản của 'strong',qualities,B1,I can use 'strong' in a simple sentence.,"Học từ 'strong' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'strong' thuộc chủ đề nào?"", 'answer': 'qualities'}"
474,weak,nghĩa cơ bản của 'weak',qualities,B1,I can use 'weak' in a simple sentence.,"Học từ 'weak' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'weak' thuộc chủ đề nào?"", 'answer': 'qualities'}"
475,clean,nghĩa cơ bản của 'clean',qualities,B1,I can use 'clean' in a simple sentence.,"Học từ 'clean' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'clean' thuộc chủ đề nào?"", 'answer': 'qualities'}"
476,dirty,nghĩa cơ bản của 'dirty',qualities,B1,I can use 'dirty' in a simple sentence.,"Học từ 'dirty' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'dirty' thuộc chủ đề nào?"", 'answer': 'qualities'}"
477,full,nghĩa cơ bản của 'full',qualities,B1,I can use 'full' in a simple sentence.,"Học từ 'full' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'full' thuộc chủ đề nào?"", 'answer': 'qualities'}"
478,empty,nghĩa cơ bản của 'empty',qualities,B1,I can use 'empty' in a simple sentence.,"Học từ 'empty' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'empty' thuộc chủ đề nào?"", 'answer': 'qualities'}"
479,ready,nghĩa cơ bản của 'ready',qualities,B1,I can use 'ready' in a simple sentence.,"Học từ 'ready' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'ready' thuộc chủ đề nào?"", 'answer': 'qualities'}"
480,careful,nghĩa cơ bản của 'careful',qualities,B1,I can use 'careful' in a simple sentence.,"Học từ 'careful' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'careful' thuộc chủ đề nào?"", 'answer': 'qualities'}"
481,goal,nghĩa cơ bản của 'goal',b1_abstract,B1,I can use 'goal' in a simple sentence.,"Học từ 'goal' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'goal' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
482,reason,nghĩa cơ bản của 'reason',b1_abstract,B1,I can use 'reason' in a simple sentence.,"Học từ 'reason' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'reason' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
483,choice,nghĩa cơ bản của 'choice',b1_abstract,B1,I can use 'choice' in a simple sentence.,"Học từ 'choice' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'choice' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
484,decision,nghĩa cơ bản của 'decision',b1_abstract,B1,I can use 'decision' in a simple sentence.,"Học từ 'decision' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'decision' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
485,habit,nghĩa cơ bản của 'habit',b1_abstract,B1,I can use 'habit' in a simple sentence.,"Học từ 'habit' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'habit' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
486,experience,nghĩa cơ bản của 'experience',b1_abstract,B1,I can use 'experience' in a simple sentence.,"Học từ 'experience' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'experience' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
487,problem,nghĩa cơ bản của 'problem',b1_abstract,B1,I can use 'problem' in a simple sentence.,"Học từ 'problem' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'problem' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
488,solution,nghĩa cơ bản của 'solution',b1_abstract,B1,I can use 'solution' in a simple sentence.,"Học từ 'solution' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'solution' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
489,advice,nghĩa cơ bản của 'advice',b1_abstract,B1,I can use 'advice' in a simple sentence.,"Học từ 'advice' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'advice' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
490,culture,nghĩa cơ bản của 'culture',b1_abstract,B1,I can use 'culture' in a simple sentence.,"Học từ 'culture' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'culture' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
491,opportunity,nghĩa cơ bản của 'opportunity',b1_abstract,B1,I can use 'opportunity' in a simple sentence.,"Học từ 'opportunity' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'opportunity' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
492,challenge,nghĩa cơ bản của 'challenge',b1_abstract,B1,I can use 'challenge' in a simple sentence.,"Học từ 'challenge' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'challenge' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
493,progress,nghĩa cơ bản của 'progress',b1_abstract,B1,I can use 'progress' in a simple sentence.,"Học từ 'progress' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'progress' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
494,confidence,nghĩa cơ bản của 'confidence',b1_abstract,B1,I can use 'confidence' in a simple sentence.,"Học từ 'confidence' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'confidence' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
495,knowledge,nghĩa cơ bản của 'knowledge',b1_abstract,B1,I can use 'knowledge' in a simple sentence.,"Học từ 'knowledge' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'knowledge' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
496,skill,nghĩa cơ bản của 'skill',b1_abstract,B1,I can use 'skill' in a simple sentence.,"Học từ 'skill' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'skill' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
497,support,nghĩa cơ bản của 'support',b1_abstract,B1,I can use 'support' in a simple sentence.,"Học từ 'support' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'support' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
498,community,nghĩa cơ bản của 'community',b1_abstract,B1,I can use 'community' in a simple sentence.,"Học từ 'community' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'community' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
499,journey,nghĩa cơ bản của 'journey',b1_abstract,B1,I can use 'journey' in a simple sentence.,"Học từ 'journey' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'journey' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
500,future,nghĩa cơ bản của 'future',b1_abstract,B1,I can use 'future' in a simple sentence.,"Học từ 'future' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'future' thuộc chủ đề nào?"", 'answer': 'b1_abstract'}"
